story_id,title,country,state,category,story
600,Talk to Me,United States,California,,"This happened a few hours ago. I was in my kitchen working on homework and eating some oranges. While I was working, the door rang. I went to go answer it, thinking it was my brother. But it was nobody, and while I looked, I heard somebody say ""Talk to me"". Like a whisper. I was kind of surprised, but went back in and kept working. Later, the phone rang. The weird thing was, my phone rang on Line 2... Even though my parents didn't get a line 2 (we don't have fax or other phone numbers). I picked it up and there was like a raspy voice that said, ""Talk to me"". I hung up immediately. I was actually really creeped now.

I called up my brother who I thought might still be running (he has track and runs over 5 miles a day). When he picked up, I asked him if he could come home with his friends. He said sure and came really fast. He brought a big group of his friends (Gogo, Vivi, Robert, Rob, Troy, Joe, and Eric). Most of them went to my brother's room, but Troy and Joe stayed in the kitchen to help me with homework. After a little while, they were just watching me and helping me whenever, when Joe said he heard somebody. When I asked him who, he said he didn't know. He just heard somebody say ""Talk to me"". I told him what had happened earlier. And he was kind of stunned. Troy thought we were just crazy so he went to my brother's room.

Joe and I were talking and then I had to go walk my dog, so he came with me. As we were walking, we both heard something rustling in the bushes, and out of the bushes, we heard a voice. A raspy voice that sounded like it had a bad cold say ""Talk to me"". We were both scared, but Joe was a little less scared and he stepped in between me and the bush (and my dog...) and he asked the ""bush"" what it wanted. The bush just rustled and nothing happened. When he turned, his face was pale. I just stared at him and asked him what was wrong. He said that there was a face in the bush. But I didn't believe him.

We kept walking and when we got to the top of the hill, we saw a man we had never seen before at the park. He wore all white and had longish blonde hair. When we got to the park and sat down. The man was sitting near us on a bench. And we heard him say ""Talk to me"" and when we looked, he was gone. It was very weird and after that, we both ran down the hill (can't forget my dog!). When we got to my house, Joe asked me if I was okay. I told him I was fine. As a matter of fact, Joe is right here, next to me, as I write this.

If you have any idea why this ""guy""/""bush""/""voice"" thing was following me and Joe, please tell me. Because it's weird and scary. And Joe is 15 ... I'm 12. And neither of us know what's going on. Thank you very much. 

~Hannah and Joe"
601,Boy Scout Lane,United States,Wisconsin,Ghost Hunting,"In the quiet country side of Stevens Point, there is a piece of land that is not so quiet. It is Boy Scout Lane and its legend has been around for over 20 years. A brief summary for all who do not know about this place.

One version is that a troop of Boy Scouts on a camping trip were murdered by their bus driver on this isolated road. Another version of the story is that a Boy Scout troop mysteriously disappeared on this road and was never seen again. A third story is that a troop of Boy Scouts were camping here and some of them were wandering around at night and accidentally dropped a lantern resulting in a fire that killed the rest of the troop. However, there is no evidence of missing persons or a mass murder or a tragic fire. The road got its name because at one time the Boy Scouts owned the land there and had intentions of building a Boy Scout camp, but never happened.

Now that you know the history, I can explain our experience. It was a warm July night in 2005. My friend Erin was visiting our mutual friend Michelle and I up in Stevens Point. Michelle and I had worked at a Boy Scout Camp (ironic, huh?) that summer and Erin was to bring me back home in Minnesota when the weekend was over. We were bored, so Michelle suggested we go to Boy Scout Lane and do a little investigation. We had gone to a bookstore the day before and found the story in there. It intrigued us, so soon we were on our way with me in the backseat, video camera in hand.

Right when we turned onto the road, we felt uneasy. You know, that dreaded feeling of being watched. Being the young adults we are, we made jokes and tried to shake off that feeling. We went down the road and turned around, nothing special happened. What we saw when we got home is a different story.

Michelle hooked the video camera up to the television and played the footage. At first, it looked like nothing interesting. Until there was a point when I coughed (I had just gotten over a bad cold) and right after that, a heavy whispering breath followed. It was not me. Michelle, Erin and I looked at each other with wide eyes and we turned back to the television. The other two saw a bright ball of light flash by the screen for a split second, but I did not.

As I recorded us driving back to the main road, I faced the rolled up window (as everyone does, never thinking that spirits can go THROUGH things) towards the field that was supposed to turn into a camp. I had the infrared light on the camera, in case something moved in the field. Nothing moved in the field. Instead, we saw a face pressed up against the window. And no, it was not my face. The small screen of the video camera did not project enough light and I was not pressed up against the window. When the three of us saw this, we screamed and Michelle's mother started yelling at us. We ran into her room and told her what happened. She scorned us, yet refused to watch the footage.

Another little tidbit that we saw: In the rearview mirror there were two stationary lights in the upper corners. The area Boy Scout Lane is in is away from the city limits and no car was behind us. The lights did not leave until we got deep into town again. We have not gone out there since, but we have shown the tape to others and they see the same things. I don't know if Boy Scouts really haunt the area, but something does. I live in Stevens Point now and this town has a lot of history to it. Anything is possible and it just makes me more of a believer.

webmaster's note: it was not possible to publish the video recording mentioned on this story, as it is on videotape and not in digital format."
603,My Mother's House,United States,Texas,Haunted Places,"My mother's house is haunted. A week after we moved into the house, 23 years ago (in which she still lives), my mom says we (her three kids) began to do strange things. My oldest brother, Sam (13), would not sleep in any room alone and told her the eyes were watching him. My 2nd oldest brother, Mark, began to sleep walk, he would skip in circles in the living room, laughing at someone (no one else could see), skipping with him. After being told repeatedly to go to bed by my mom and Sam, Mark stopped, then ran for the door screaming he had to stop him, the fire would kill him. Mom was scared so she grabbed him to get him to wake up. Mark woke up and said he wanted water. The longer we stayed in the house, the more Mark would sleep walk and talk. As for Sam, he would get angry for anything and I mean anything. My mom had myself sharing a room with Sam, but worried Mark would get out of the house at night, she put Mark in the room with Sam (light sleeper). I was put in the smallest bedroom in the house next to my brothers and across from my parents.

Sam told mom he was hearing voices at night. Of course, mom asked ""what are they telling you?"". He got mad and stopped talking to her, because they weren't talking to him. At 3:00 am, My father woke up to hear me (4yrs) giggling. He thought I was still asleep so he didn't turn on my light to check on me. While he was getting water, he dropped the glass. He said he must have still been asleep himself. My mom woke up to see what was going on. They were going back to bed. I was still giggling so my mom turned my light on. I was sitting on my floor facing my closet wide awake. Mom asked who I was talking to and I told her ""my new friend"". Sam was standing at his door now. He told my parents I was talking to the eyes. I still remember my friend's name: ""Jeffery"".

Well, my mom did some research I guess and found a little boy had lived there named, you guessed it, Jeffery. She could not find what happened to him. Mom asked neighbors if they knew, one neighbor told my mom the previous people who lived there did not have kids but rumors had been around that they were devil worshippers. Grandma told dad to bless the house and where evil was, the holy water would stay. At our front door there is a cross my dad had made with the holy water. It has stayed through the years and it is still there today. After the blessing, Mark stopped sleep walking, Sam calmed down to a normal angry teenager but my friend stayed until I was 7. Not everything went away, other things happened and still happen, just not as often. I know of 5 ghosts in her house. I have seen 2, I only know of the other three, you hear one and smell the others cologne and perfume.

I think my kids see them, I watch my kids playing and they stop and look at something like they are watching someone or something walks by. So many things have happened, I've thought about writing a book about it, but I've never seem to get around to it. So here is a little bit of my experience and I hope you tell me what you think."
604,Haunting After Using a Ouija Board,United States,Washington,Ouija Board / Seances,"I believe my house is haunted. Every night, when I am the only one awake, I hear a faint scream coming from the kitchen/dining room area. Then I hear a thud, and a person chanting the name of a demon I happen to be somewhat familiar with, I have dreams of him almost every night. Chuchulain, at least I think that's how you spell it. Also, in my garage area, there is something in there that wants me as well. Now, my dad is a spiritual person who knows a lot about all these things, and whatever is in the garage is afraid of him. But it wants me, and the ""exorcism"" (for lack of a better word) my dad told me to use doesn't work. I use it in the garage and the garage ""freaks out"", it starts laughing so faintly that it's hard to hear it. If it helps any, I was using a ouija board about one or two days before all of this happened. It said I was in danger of death, but since my dad started showing up more often, the spirits have been backing down.

If anyone can offer ANY form of helpful advice, it is welcome."
607,Message From Beyond,United States,New York,Family / Friends Visits,"I had gone on vacation the summer of 2004 and my dad passed away in August of that 2004. I never got to say my last goodbyes. Time passed and strange things had been happening to my siblings in regards to my father. I, however, never encountered anything until late October of 2005. 

My mother went away on vacation and left me alone for the first time. I didn't want to stay at home alone, being that my father died in the house, I was always spooked that he may appear on me. I decided to sleep over my girlfriend's house and every time I left my house, I made sure to close my bedroom door (a habit I have). I would stay the night then go to school and work and come back in the evening. When I got back to my place, I noticed my bedroom door was opened. At first, I thought I must have not shut the door properly so that night again, before I left, I packed my clothes and made sure I closed the door. 

The following day I got back and again the door was opened. I thought I was going nuts, so I called my mom and told her what was happening. She kept telling me it could have been the wind that pushed the door open or that maybe I thought I had closed the door but really didn't. When I thought about the wind opening the door, it was an impossible task because there was no window near the door and those nights weren't that windy. The third night before I went to my girlfriend's house, I closed my bedroom door and to make sure I closed it right I pushed up against the door to see if it would open and nothing. I kept trying to open the door in different ways without touching the knob and it wouldn't budge and so this time I knew for sure the door was properly closed. 

The following day I got back and again the door was opened! From then on, I knew someone or something was opening my door. I called my mom up again and told her what had happened. She told me it could have been my dad's spirit telling me something. At first, I didn't believe her until she asked me if I was doing anything my father wouldn't like me doing. As soon as she said that, it clicked. For one, my mother didn't know I was sleeping over my girlfriend's house and two, my father never liked me to sleep over anyone's house, he'd always say I had my own bed to sleep in, why sleep in someone else's.

That night, after I spoke to my mom, I decided to stay home and sleep there. I woke up and got ready to go to school and made sure again the door was closed. That evening, I got back and the door was still closed. My mom got back from her vacation and I tried it out with her and the door kept closed. Ever since I stopped sleeping over, the door incident also stopped. I guess my dad didn't want me sleeping over and opening my bedroom door was his way of telling me that I had my own bed to sleep in."
608,Dark Robed Night Visiters,United States,California,Haunted Places,"My experience happened from the age of 3 to 7 in the early 1980's. I lived in an old mobile home park in South Sacramento, CA. From a very young age I remember seeing dark robed figures. I could only see them at night when I was in bed. I would hear a whispering sound in my ears that only became louder the closer the figures got to my room. They wore long, dark robes with hoods. They looked 6 feet tall. Their face was covered with only their eyes showing. They did not look like human eyes. They were small and very bright. When I saw the figures I couldn't move or speak. I was terrified at first. Two of them would visit me. They would sometimes appear by my bedroom door or at my bed side with their arms out. I saw them many times during a four year time frame. Even though I experienced this many years ago, I still remember vividly how they looked and the sounds I would hear before I would see them. My parent's moved to a new house in 1984 and I have not seen the dark figures since then."
609,My Uncle in the Army,American Samoa,,Family / Friends Visits,"My story starts two years ago, on december 31, 2004. My uncle was in a car crash and hit a truck and died instantly. Three days before, he got in a fight with my brother and my brother said he wished he died. So three days past and my uncle died. I say about a week later, my brother woke up in a cold sweat and went downstairs to get a drink. He was about to go upstairs when he saw a cloud forming where my uncle used to sit. He told me that my uncle came down to say that he forgives him and that he is the man of the house.

I hear his cough, he used to smoke, so he had a really bad cough. I get freaked out when I hear it. One time, I was watching TV with my family and we heard the freezer shut, yet nobody was in there, so we think that he was playing with us. He plays with the time on the coffee pot. He was in the Army so he puts the time in Army time. I would love to hear him again or see him.

If anyone out there would like to comment. Thank you.

Why does he not show his face? He has been dead for three years now? Let me know."
610,The House Near  the Field,United States,California,Haunted Places,"In 1979, three people were murdered in a house near a dirt field in Cypress, California. Two brothers and the older brother's wife were found dead within 2 weeks of each other,  their death were caused by their neck being broken by someone or something. The house was soon boarded up by the father of the sons and two white dogs were left to guard the property from any nosy people.

A year later, my family moved into the area and us kids would ride our bikes in the field near the house. Every time we got too close to the fence, the dogs would jump up and bark to scare us away. Until one day, they just sat there looking up at a window, where we saw three people standing there watching us. We took off immediately, but later were brought back by the police. Thinking we may have done something there, they contacted the father to open the house. We explained to them what we saw, but after entering the house they told us that no one had been in there. The owner told us that it was impossible that we had seen the dogs, due to the fact that they had died two weeks before. That is when we realized that not only did we see the ghost of the three murdered people, but also of the dogs. The house was never sold and eventually torn down.

But to this day, it remains an empty lot because no one wants to build on that site, it is believed what ever killed them still lingers and perhaps still awaits more victims."
611,The Bath Tub Ghost,United States,Pennsylvania,Misc,"This story was not actually experienced by me, but told to me by someone I am close to. It happened two years ago. One summer day, when I was out swimming with my cousins, my Great Aunt told me a strange story about her house. It happened a long time ago when her son, my Uncle, was still young enough to be living at home. She told me he had a specific routine for when he would get ready for bed. He would always take a bath, wrap up in his green towel, then go to his room and close the door to get changed. One evening she saw my uncle come out of the bathroom in his green towel and go to his room. Normal, right? Then she noticed he left the bathroom light on, so she quickly went in and turned it off. All of a sudden, she heard a voice from around the corner, where the bath tub was, screaming ""Mom!"". My aunt flipped the light back on and ran around the corner and sitting there, in the bath tub, was my uncle, he hadn't left yet. He didn't act as if he had seen anything peculiar, it didn't seem as if he had seen anything at all, he was only upset that she had turned the light off on him. She didn't say anything about what she had seen and went to check his bedroom, empty.

After hearing this story, I excitedly told my Grandmother, who is somewhat of a skeptic, but is actually quite interested in what people claim to be true stories. I asked her if she knew her sister had been living in a haunted house and all she said was, ""That house isn't haunted..."" I asked her what she meant by that. Didn't she believe her? She said, ""I believe she saw what she saw, but that it was just deja vu..."" What she meant was that my aunt had become so accustom to my uncle's routine that she simply saw it unfolding in front of her eyes when she came near the bathroom. Deja Vu. But I myself believe that deja vu is only a feeling that you have meet someone or been somewhere when you come to said place or meet said person. I am unaware if deja vu can come in the form of a vision of something that has already happened. So I ask you. Do you think my aunt saw a spirit? Or was it just deja vu?"
613,Ghost Wife,Mexico,,,"My father always told me that ghosts did in fact exist but me, being one of the skeptics, I never fully believed but I would still spare a moment and listen to him tell the stories. My grandmother and my grandfather weren't together at that moment, and from her part, she tells me that there is an evil shadow in the house, the one my grandfather and she had build. The shadow would be there because of an accident with her wedding ring, the one thing that turned my grandfather against her.

The year was 1996, my mother, father and I went looking for my godparents and my dad wanted me to meet someone before our vacation came to an end. I can still remember the house and what it used to look like, it was a two-stories house and its color was blue, not a dark blue or light-blue, but rather like an awkward kind of blue, there was no sparkle in the house, not a single bright light entered the house, as if it had no life, no happiness, only sorrow.

As I got out of my dad's van, he told me the owner of the house was  my grand papa, I really didn't thing much of it, I just wanted to see the house. But as I got closer to it, I suddenly felt a cold chill come upon me and as I drew nearer, I saw a shadow-like figure just standing in the back room, no face, no body, nothing, only a figure watching my every move. I turned around and ran towards my dad and I never looked back or went back again.

Later on, I found out that many also saw the figure, but not my grand papa, he was blinded with so much guilt he didn't care."
615,Sad Voice,United States,Texas,Haunted Places,"This happened two days ago, at around 7:00 am. My bed is against the wall and I was sleeping facing towards the wall. Out of nowhere, I woke up and looked at my phone for the time, after seeing that it was 7:00, I laid down to go back to bed because I still had two more hours to sleep before getting up. As I was laying there, I heard a male voice call out my name (I was at my house alone). The voice was coming from behind me and I closed my eyes out of fear, and said ""go away, go away"". It sounded very sad when it replied ""I guess I have to go now"" and after ""he"" said that, a great sense of sadness overcame me. I went back to bed and didn't hear anything again for the rest of the day, until I was talking to my friend about it.

As I was telling her about what happened, something started playing with my hair and I told it to stop and go somewhere else and it stopped. About 30 minutes later, there was a knocking noise coming from my dining room but no one was in there. I could also hear the sound of my cabinets in my kitchen shutting by themselves. I just ignored it because it didn't scare me. I went to bed around 2am and called my dog over to my bed (she ALWAYS sleeps with me) but it seemed she was too scared to get on my bed, as if someone was sitting next to me. She started growling at whatever it was that appeared to be next to me.

During the whole night I heard knocking sounds in my room. At 7am, the knocking got out of control. I told it to stop, and again, it did. I have had plenty of strange things happen to me, but this is the latest one and I want to know if anyone knows if someone is trying to tell me something.

Please tell me what you think."
616,One Last Goodbye,United States,New York,Family / Friends Visits,"I've heard this story all my life growing up and it continues to send shivers up my spine. It happened to my grandmother years ago. My mother was a teenager and she had gone out with her sister. My grandmother was at home doing chores. Suddenly, the door bell rings and it's my grandmothers' cousin. She looked like she was in a hurry, talking really fast. She told my grandmother she had stopped by to say goodbye. Puzzled, my grandmother asks her where she was going. Her cousin ignores her question and insists that she must leave at once. While leaving, her sweater gets caught on one of the dining room chairs. She tugged at her sweater and a small piece of wool ripped off. She left the apartment. My grandmother stood there completely bewildered because her cousin had never acted that way before. She decided to go back to her chores when the phone rang. It was my grandmothers cousins' sister calling to let her know that her sister had gotten into and accident and passed away a few hours earlier! My grandmother told her that her sister had just left her apartment ten minutes ago. After my grandmother hung up the phone, she went to sit in the dining room (she was in complete shock) when she noticed the piece of wool that her deceased cousin had left behind was still there!"
618,Lady of the Backyard,United States,Pennsylvania,Apparitions / Voices / Touches,"This just happened last night. It was about quarter to midnight. I was staying up late, as I usually do on the weekends. (I'm on spring break) I went to pour a cup of soda into the sink. As I got to the sink, something caught my eye. I ignored it the first time, but as I was pouring the flat soda in the sink, I saw it again out of the corner of my eye. I looked out the window directly in front of me and saw what looked like a woman dressed in a white wedding dress floating around in the backyard! I was scared. I tried to say something, but couldn't quite get the sound out. After watching for a few minutes, I saw the woman turn and stare at me. That just made me even more scared. She just kept staring and staring, until she finally vanished into thin air. I called my parents from bed, and they went outside. They didn't find anything. We all went to bed, but I was too scared to sleep. Several hours had gone by, and I began to hear a woman's voice humming the wedding march. I was so scared, so I turned the TV on and stayed up the rest of the night."
620,Old Victorian Lady,Puerto Rico,,Apparitions / Voices / Touches,"This story happened when I was about a year old. We lived in my grandmother's house in Gurabo, PR, which was built on top of a sugar cane field and before it was a sugar cane field, it was an old spaniard cemetery. One night I was very sick with a fever and my mother got up in the middle of the night to get me warm milk because it put me to sleep easier. My mother went to the kitchen, the backdoor in the kitchen had rails on it, and a lady dressed in old victorian style clothing with a big puffy dress that women wore in the 1800's came right through the rails and the metal door! She wore a large hat which made her face dark and you could not see her. The lady was walking fast, like if she was in a rush, and she went right through my mother! My mother sort of did not pay much mind to it and went about her business warming up my milk... Then all of a sudden my mother shouted ""oh my god that lady just went into my daughters room!"". My mother rushed to my room... the lady was gone... and I was sitting on my bed giggling to myself. The high fever I had was gone!"
621,Our House is Full of Spirits,United States,California,Photographs / Videos / EVP,"My name is Lenny and I am 40 years old. Most of my life I have been made fun of because of the things I see. I would like to prove to my friends and family that I'm not crazy, like they think. I HAVE BEEN ON A QUEST FOR THE LAST FIVE YEARS to capture a photo of just one of the many things that have came my way.

One late evening, me and my girlfriend decided that we needed some shelves in our room for the tv. After getting the shelves put up, I put the tv on one and plugged everything in. I then noticed that the cable was not working, so I followed the cable outside and saw that it had been disconnected. It was hanging about 3 inches away from the ground. When I went back inside, this is what was on the tv screen. I took several photos over the course of approximatively 45 min.

Again, we do not have cable service nor was the cable connected to the line outside. The picture seemed to very slightly move at times, in the way of the figure swaying back and forth and side to side, but was clear to both me and my girlfriend. We both describe it as a person standing there in a nightgown, holding a lantern in one hand and something else in the other. We have looked at the pictures with many different photo programs to possibly see who this person is, where they are at, what it was doing etc. Every time we look at the pictures we seem to see more and more detail. 

The figure stayed on the tv until I turned the channel, when I turned it back the figure was gone. Hopefully you can examine the pictures and possibly give us some explanation to what we have seen. We would be happy to send by mail or e-mail copy's of all the pictures if you would like. Thank you for you time

PS: We have had several other experiences in our house. The most frequent involves a little girl named melissa. There is also a big beautiful cross that lights up our bathroom window at night. Endless photos of orbs, our animals even seem to notice them.

Lenny Harvey

Hesperia CA

92345

PaperBagLen [at] aol [dot] com

[update 2007-04-10]

 Analysis from Shane, regular user of this site: I did a photo analysis of all of his pictures and in the first one I was able to see that the object in the hand not holding the latern is a photo. The color is off as I had to adjust lighting and hue to get the photo to appear. I cleaned up the photo from Lenny's first picture and did different things to it to disclose what the spirit is holding in its hand.

Webmaster's comment: personally I can clearly identify a cloaked figure with a malicious grin. Pretty creepy. But then again, I know the human brain is wired to identify faces in many chaotic patterns, so it could be nothing."
622,"Voices, Lights & Shadows",United States,Illinois,Haunted Places,"I guess this all started about 6 months ago. I have lived at my residence now for about 3 1/2 years. I never experienced any problems. Then a while back I kept hearing the sound of music playing in the middle of the night and voices talking. I finally brought it up to my boyfriend and the kids about 4 months ago. The girls had said they heard music playing but thought it was the neighbor. My boyfriend said he didn't hear anything like that but that he heard, every morning when everyone was asleep, a baby crying. My oldest son actually woke me up in the middle of the night shortly after this, asking me to please turn down the radio because it was keeping him up (He was not there the night I asked the other kids about the incidents because I knew it would really scare him). We were asleep!

Since then, I have seen a figure walk into my son's room, little gleams of light pop up in the same places, and we even have a picture of my 2 year old we took on christmas morning with a very identifiable white figure in it! That really shook all of us up! What's really strange is the figure looks like a small child around the age of my son but the figure I saw walk into my other son's room looked like a young man.

For the last month now I haven't seen any lights or people but have heard sounds of someone walking around and making noises in the house when I am here alone, and the voices at night have lessened a little but when they talk, it is so fast and I can't understand what they are saying. But sometimes when they talk, it feels like someone is standing right next to you and I get this tremendous feeling of fear, like I want to scream and have before. I don't understand what these things want from me because I can't understand them. Some I feel no fear from and some I feel frozen with fear.

Can someone please help me! I feel like I am losing my mind and I fear for my children."
623,Voices in the Night,United States,Texas,Haunted Places,"I have so many stories, it was honestly hard for me to decide which one I wanted to write about first. This happened about two years ago, when my family and I had moved into our new apartment. At first there was nothing strange about the place, it seemed quiet. Weeks after being there, I was sleeping and had this strange dream about a ghost being in the house. It was so weird because the dream felt SO real that I woke up. When I woke up, I was really afraid and I knew it wasn't just a dream. I had the dream because in reality, there was really something in the house. I get feelings and have dreams that happen, that is how I know this. I just laid there and started praying so I could fall asleep because I was super scared and I could feel there was something in there. I fell asleep and nothing happened for a couple of days, until I was in my room trying to sleep.

As I was falling asleep, I heard this laugh that sounded kind of like a duck sound. It's so hard to explain but it didn't scare me then, because it kind of sounded like my dad and so I thought it was probably him. I fell asleep and I woke up to that laugh again. I walked out of my room and went into the living room and asked my dad and brother to stop playing around because I was trying to sleep. They both looked at me like they didn't know what I was talking about. Neither of them had gone near my room. I was a little scared at this point but knew I had to ignore it and go back to bed. Well for the third time I woke up to the laugh again, but this time closer to my ear it seemed like. Nobody was awake at this time so I knew for a fact it wasn't my dad, mom or brother etc.

The next day I told my family about it and they believed me because stuff like this always happens to me and I usually experience everything first. After a couple of more days went by, I started to hear things all the time, especially when it got dark out. Sometimes I would even hear things that nobody else could hear. One night while I was watching tv with my friend Lily, while she waited for her ride, she looked at me and asked ""aren't yall going to get that"". I had no idea what she was talking about. She said someone knocked on the door. I looked out and even opened the door and no one was there. She left, and then about 30 minutes later, as I continued to watch TV, I hear a knock at my door. I looked at my parents and they seemed to not have heard or noticed that someone was at the door. I asked them if they were going to answer it, but they just simply told me they didn't hear anything (NOTE: our couches and TV were right there where our front door was, so there's no way that both of my parents couldn't have heard the knocking). I went to the door and looked out and nobody was there, I even walked further down from the door to see if whoever it was could be found but saw no one. I came in and sat back down and finished watching TV.

As I was sitting there I heard the screen door slide open and I looked at my dad and again he didn't seem to have heard anything. This time, I didn't tell them anything or say anything. I was so scared and I started to think I was going crazy because nobody else could hear the things that I did. I just stared at the screen door and could've sworn someone was about to come in, then the feeling I had went away. I left and went off into my room. While I was trying to fall asleep I could hear things drop in my room and sounds of knees crackling and popping as if someone was walking. It was really hard for me to sleep and I was always scared and I didn't get a good feeling out of anything I experienced. I knew it couldn't be anything good.

I told my parents about all the things that had been happening and my mom told me she also had heard things. She said she would hear me call out her name while I was at work. My mom only speaks spanish so her english skills aren't all that great. One day she asked me what ""ghost inside"" meant. I translated and asked her why she wanted to know and she just said that it was nothing, she was just curious. I still wanted to know what it meant and she never told me until after we moved. She said she would be watching TV and the channels would always flip on their own to a blank screen that read ""GHOST INSIDE"" as the caption. She thought it was just some show or something. I know it's not a show. I've never heard of a show called ghost inside and even if there was, why would the channels always flip to that one blank screen when she would be watching TV alone?

I would also hear voices that didn't belong in the shows I watched. It was like random sentences or words that would just pop out, out of nowhere. The TV would also turn off and on on it's own. Of course at the time, we thought maybe the TV was having problems but we still have it now and there is nothing wrong with it. I got really depressed while living there. A lot of things started going wrong and it was just crazy. I was fine after we left and I felt so different when I wasn't at home. I had friends that used to live at those apartments and they told me they would hear things and see things all the time and this was before we lived there. We don't live there anymore and I've heard and felt a couple of things at my new home but it feels nothing like the things that happened to me there.

Leave comments if you'd like, I'll put up better stories later."
624,Looked Like my Little Brother,Philippines,,Apparitions / Voices / Touches,"Our house was built on a old rice field. This rice fields were once a battlefield during World War II. The house was built during the 60's. I know for a fact our house is haunted but I have not experienced anything first hand until 4 years ago. My younger brother was born late; we have a 17-year gap (I do have another brother 2 years younger than me). When he learned how to watch TV, he always do it in my parent's room, which was located at the top of our stairs, so nobody will disturb him. He usually seats at the edge of the bed so he can easily climb down for bathroom breaks.

I came home one Saturday from work and it was almost lunchtime. I was on a graveyard shift then and I usually just go to my room first to change my clothes. When I climbed up the stairs, my parent's room was open and I saw my little brother seating at the edge of the bed watching TV. I did not disturb him and just went to my room and change. After changing, I just went straight down stairs and saw that lunch was ready. I called my little brother for lunch, but then my mother, who was at the kitchen, just shouted at me ""he is not here, he went to church with Grandma!"". I just freaked out. I went back up stairs to check if it's true and when I entered the room, nobody was there. I ran back down so freaked out and told my mom what I saw. She just brushes it off and said that I'm just tired.

I know what I saw and it really looks like my little brother... That little boy did not show up again until now.

Thank you for reading."
625,The Old Witch,India,,Apparitions / Voices / Touches,"This didn't happen to me but it happened to my grandma. My grandma was a teenager, like 16 or 17. This happened in India and indian girls used to make cotton with something called ""charka"". They came back from making cotton and it was late at night. My grandma and her village girls were walking back, when they heard some lady say one of the girl's names. She turned around and saw a lady with her hair open, big teeth, she had her feet and hands backwards and she was laughing! While they watched her, she slowly started saying their names, one by one, and they got so scared that they left everything back and ran! 

Both my mom side and my dad side grandma's have experienced and know stories like these and they also said back then, there were many things like these. My grandma also told me that if you responded back to the call or looked back, you would die! It was hard, because you never knew who was calling you.

I know many stories like these, after hearing this story I do believe that there are things like witches and angels and many other things."
626,The Alumnus Teacher in Quesci,Philippines,,Family / Friends Visits,"Ms. Nenita Cudal was our batch adviser for our graduating batch 2005. She has no husband and she dedicated her whole life in making Quezon City Science's student's life better. She is the last surviving teacher from the establishment of the school 40 years ago. Since it was almost March at that time, we had been practicing the Junior and Senior Prom rights. We were maintained in a line inside the big covered court because of the hot blaze of the sun. It was almost afternoon.

Me and my friend, Pepe, decided that we would leave the court and stay in the gazeebo to play chess together with the others, because we believed that the practice is such a waste of time. We told our adviser that we would just go to the restroom because she wouldn't permit us to leave the practice.

As we are about to run to the gazeebo, Ms.Cudal caught us and we made an excuse of ""we're just going to the CR"" thing. Of course, she have got that easily and we were forced to go back to the practice. When we got back to our lines, I saw Ms. Cudal alone looking at our batch. To avoid detection ,because she might tell our teacher that we tried to escape, I just didn't tried to take a glimpse of her.

Until our principal, Mrs.Cavo gave an announcement. I was so shocked when she said that Ms. Cudal died in the hospital this 6:00 in the morning because of bone cancer. We tried to find her, but she was not there.

For the last moment, she did her role as our batch adviser and a xientian mentor."
628,Wake Up Call,United States,New York,Apparitions / Voices / Touches,"This incident took place a couple years ago, on the first day back to school for the kids, in September. I work nights and as I usually do, after I get the kids off to school in the morning, I go back to bed. My husband and I only have one vehicle, so I have to get up and go get him at lunchtime at his workplace, so we can go have lunch together. I usually set the alarm clock for 11 am, so I have time to get cleaned up, and head out to get him by noon.

Well, this particular morning, I did forget to set the alarm clock, I wasn't used to doing it since the kids were on summer break and I didn't need the car.  I fell soundly asleep, an earthquake would not have woke me up! Then, I don't know where it came from or how, a very loud, raspy, sharp voice rang out, WAKE UP! I sprang out of that bed! I turned to look at that clock, and wouldn't you know, it was exactly 11 am! There was indeed a strange vibe about the room, and it did give me the creeps.

I have not forgot to set the alarm clock since then. I have told everyone I know about this. I'm not sure if they believe me or not, quite frankly, I don't care. I know I heard what I heard. This voice has come back at other times since then, I still don't know why, or who. At times, I welcome its existence."
